bodyparts,Nose,Nose,Nose,EarR,EarR,EarR,EarL,EarL,EarL,ForepawToeR,ForepawToeR,ForepawToeR,ForepawToeL,ForepawToeL,ForepawToeL,HindpawToeR,HindpawToeR,HindpawToeR,HindpawToeL,HindpawToeL,HindpawToeL
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
FrameIdx,,,,,,,,,,,,,,,,,,,,,
150633,218.7876434326172,198.98277282714844,1.0,147.53050231933594,85.34357452392578,1.0,259.5279541015625,57.302459716796875,0.9999997615814209,192.03887939453125,218.88328552246094,0.9999948740005493,238.72950744628906,219.3134307861328,0.9999222755432129,119.63589477539062,179.55467224121094,0.9999998807907104,250.3336639404297,211.25355529785156,0.9998620748519897
150634,218.1500701904297,199.96804809570312,1.0,144.98434448242188,86.71307373046875,1.0,259.1182861328125,58.21385192871094,0.9999998807907104,191.24331665039062,219.37991333007812,0.9999966621398926,238.0369873046875,219.0808868408203,0.9998838901519775,123.24880981445312,180.72222900390625,1.0,248.6623992919922,211.58389282226562,0.9999508857727051
150635,218.357666015625,201.4355926513672,1.0,142.49246215820312,88.64987182617188,1.0,259.5135192871094,59.77125549316406,0.9999998807907104,190.30075073242188,219.9856719970703,0.9999984502792358,234.7858428955078,216.0156707763672,0.9999867677688599,124.89610290527344,182.51991271972656,1.0,248.52626037597656,211.87669372558594,0.9999934434890747
150636,218.50082397460938,203.3214874267578,1.0,140.39125061035156,90.62178802490234,1.0,259.4482421875,61.58802032470703,0.9999998807907104,190.461181640625,221.76853942871094,0.9999988079071045,236.86427307128906,216.39878845214844,0.9999983310699463,126.70394897460938,184.4500732421875,1.0,250.24842834472656,212.84173583984375,0.9999923706054688
150637,217.40545654296875,204.0163116455078,1.0,139.57559204101562,90.85997772216797,1.0,259.90277099609375,62.73538589477539,0.9999998807907104,191.42608642578125,222.35861206054688,0.9999994039535522,238.64186096191406,215.57786560058594,0.9999995231628418,130.4860382080078,185.4945068359375,1.0,253.30499267578125,214.2058563232422,0.9999945163726807
150638,215.76492309570312,204.72567749023438,0.9999998807907104,139.56124877929688,90.66319274902344,1.0,259.5530090332031,64.01679992675781,0.9999998807907104,190.68405151367188,222.3404998779297,0.9999996423721313,239.53744506835938,214.8486328125,0.9999995231628418,131.93687438964844,187.70494079589844,1.0,254.6807403564453,214.35227966308594,0.999969482421875
150639,214.86163330078125,205.55438232421875,1.0,138.7159423828125,91.12718200683594,1.0,258.1932067871094,64.35052490234375,0.9999998807907104,190.42564392089844,223.85528564453125,0.9999997615814209,239.22259521484375,213.99871826171875,0.9999998807907104,132.00755310058594,188.62881469726562,1.0,255.99600219726562,213.94757080078125,0.9999803304672241
150640,213.98562622070312,206.4298553466797,1.0,138.85690307617188,91.98633575439453,1.0,256.8822326660156,65.99778747558594,1.0,190.71612548828125,225.0508270263672,1.0,239.53823852539062,214.24774169921875,1.0,131.32696533203125,189.2772979736328,1.0,256.22314453125,215.12901306152344,0.9999486207962036
150641,213.0056915283203,207.96665954589844,1.0,137.11219787597656,92.40064239501953,1.0,255.57034301757812,67.32019805908203,1.0,191.48074340820312,225.2174835205078,1.0,242.0084228515625,213.7122039794922,1.0,131.37603759765625,192.0299530029297,1.0,256.0351867675781,215.84681701660156,0.999339759349823
150642,211.456298828125,208.08721923828125,1.0,135.961181640625,91.91980743408203,1.0,254.0533447265625,67.26577758789062,1.0,192.2200927734375,226.1824188232422,1.0,244.69839477539062,213.2734832763672,0.9999997615814209,132.48306274414062,195.09683227539062,1.0,258.2072448730469,218.13751220703125,0.9959797859191895
150643,210.8152618408203,208.086181640625,1.0,135.69903564453125,92.64118957519531,1.0,253.7960205078125,67.66145324707031,1.0,193.0343017578125,226.85556030273438,1.0,246.5088653564453,212.06886291503906,0.9999986886978149,135.2830810546875,199.31907653808594,1.0,258.54827880859375,218.5137176513672,0.9757080674171448
150644,209.3369903564453,208.0862274169922,1.0,134.21397399902344,91.74988555908203,1.0,253.70965576171875,68.16510009765625,1.0,193.11216735839844,228.5827178955078,1.0,248.04031372070312,211.91995239257812,0.9999967813491821,138.39874267578125,203.73773193359375,0.9999998807907104,263.1549072265625,222.96571350097656,0.9351474046707153
150645,207.70822143554688,207.04884338378906,1.0,134.50477600097656,91.95647430419922,1.0,253.443359375,67.58516693115234,1.0,192.62301635742188,228.97024536132812,1.0,246.32655334472656,212.64138793945312,0.9999980926513672,138.81558227539062,209.00074768066406,0.9999997615814209,259.47869873046875,224.18502807617188,0.8343241810798645
150646,206.38951110839844,208.41970825195312,1.0,133.66734313964844,95.3501205444336,1.0,253.07717895507812,67.3095703125,1.0,191.83135986328125,230.29563903808594,0.9999998807907104,244.07839965820312,214.75889587402344,0.9999998807907104,147.79318237304688,215.35922241210938,0.9999998807907104,257.5668640136719,225.1627960205078,0.9668409824371338
150647,205.00021362304688,208.2032470703125,1.0,132.77818298339844,96.70188903808594,1.0,252.48074340820312,67.3761978149414,1.0,191.69174194335938,230.58059692382812,0.9999996423721313,241.6805419921875,216.3418731689453,0.9999998807907104,152.6365966796875,219.58432006835938,0.9999924898147583,256.6678161621094,225.49139404296875,0.999650239944458
150648,206.0352783203125,208.2846221923828,1.0,132.19638061523438,96.67544555664062,1.0,252.12899780273438,67.92713928222656,1.0,193.2714080810547,229.58206176757812,0.9999995231628418,242.9403533935547,218.17059326171875,0.9999994039535522,155.64414978027344,224.2455596923828,0.999969482421875,257.7105712890625,229.43508911132812,0.9999862909317017
150649,207.5888214111328,209.58763122558594,1.0,132.25738525390625,96.73897552490234,1.0,251.79930114746094,69.5036392211914,1.0,188.5657196044922,227.20034790039062,0.9999979734420776,244.5914306640625,226.9118194580078,0.9999983310699463,156.22393798828125,226.40171813964844,0.9998667240142822,262.3183288574219,231.1134796142578,0.6503471732139587
150650,207.31129455566406,210.910400390625,1.0,132.3494415283203,96.82108306884766,1.0,251.7720489501953,71.22396850585938,1.0,186.46983337402344,226.71556091308594,0.9999963045120239,245.766357421875,235.04151916503906,0.9999994039535522,155.5770721435547,226.11671447753906,0.99997878074646,250.88925170898438,227.19766235351562,0.007208256050944328
150651,208.61279296875,212.815185546875,1.0,131.63436889648438,99.37954711914062,1.0,252.07559204101562,73.15990447998047,1.0,163.96640014648438,226.9167022705078,0.995492696762085,246.5836944580078,239.22940063476562,0.9999995231628418,151.55978393554688,226.6835479736328,0.9988627433776855,251.37698364257812,227.14373779296875,0.007744949776679277
150652,208.6744384765625,216.33741760253906,1.0,130.20980834960938,101.42638397216797,1.0,253.92019653320312,75.6315689086914,1.0,163.02191162109375,226.18113708496094,0.9998007416725159,246.78831481933594,239.49131774902344,0.9999992847442627,151.4044189453125,228.45370483398438,0.999703586101532,252.25953674316406,228.15968322753906,0.019005706533789635
150653,210.55706787109375,218.37498474121094,1.0,129.68603515625,104.06715393066406,1.0,257.0386047363281,78.77420043945312,0.9999998807907104,165.5154266357422,223.4155731201172,0.9960609078407288,247.14910888671875,239.82098388671875,0.9999995231628418,152.31996154785156,231.36355590820312,0.9999990463256836,249.45127868652344,231.28347778320312,0.009021148085594177
150654,212.35401916503906,218.480712890625,1.0,129.30459594726562,104.282470703125,1.0,258.31134033203125,80.00503540039062,0.9999998807907104,163.3256072998047,224.35488891601562,0.9995356798171997,247.5408172607422,240.10690307617188,0.9999996423721313,153.4394989013672,232.65371704101562,0.9999932050704956,248.26263427734375,231.65386962890625,0.012056868523359299
150655,214.26731872558594,217.82797241210938,1.0,129.971923828125,104.4742202758789,1.0,258.37261962890625,79.45130920410156,0.9999997615814209,160.94911193847656,227.2924346923828,0.9992563128471375,248.30418395996094,240.74807739257812,0.9999995231628418,152.9758758544922,232.81080627441406,0.9999790191650391,247.18467712402344,231.81610107421875,0.005042538046836853
150656,216.00611877441406,217.47341918945312,0.9999998807907104,130.67388916015625,104.9201431274414,1.0,258.562255859375,78.63603973388672,0.9999997615814209,161.65721130371094,227.18836975097656,0.9991829991340637,249.05926513671875,240.80709838867188,0.9999996423721313,152.72174072265625,232.8953399658203,0.9999819993972778,260.5273132324219,241.47509765625,0.0025307764299213886
